"project_name","type","credits_issued"
"Biomass based power project at T-Kallupatti village, Madurai District, Tamil Nadu, India","Biomass",NA
"Pubu Hydropower Station Project","Hydropower","21514"
"Coc Dam Hydropower Project","Hydropower","21133"
"Grid Connected bundled wind power project in Rajasthan, Andhra Pradesh and Tamil Nadu","Wind",NA
"Yaylabel 5.2 MW Hydro Power Plant","Hydropower","8862"
"Yazi 1.13 MW HEPP","Hydropower","7251"
"2.5 MW Rice husk based cogeneration plant at Hanuman Agro Industries Limited","Biomass","190281"
"GE Teobaldo Ceramic Fuel Switching Project","Biomass","17507"
"Yantai Dongyuan Laizhou 48.5 MW Wind Farm Project Phase I","Wind","117058"
"Cai Be Rice Husk Thermal Energy Generation Project","Biomass","41114"
"Biomass powered process heat production and use project at Kangwal","Biomass","90482"
"2.25 MW rice husk based cogeneration plant at Siddeshwari Industries Pvt. Ltd.","Biomass","26912"
"10MW Biomass Power Generation Project - Tokyo Cement, Trincomalee","Biomass","30496"
"Utilization of jute biomass process waste & other biomass as fuel substituting fossil fuels in steam generation for use on site","Biomass","15179"
"Wind Power Project by Priyadarshini Polysacks Ltd. in Maharashtra","Wind","9707"
"Keban 5 MW Hydropower Plant, Turkey","Hydropower","220525"
"Enercon Wind Farms in Karnataka Bundled Project-30.40 MW","Wind","146262"
"HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 2) CHINA","Wind","31982"
"Irmãos Fredi Ceramic Fuel Switching Project","Biomass","189232"
"Yeong Yang 61.5 MW Wind Farm Project","Wind","21517"
"2.50 MW Wind Project at Kappadagudda, Gadag District, Karnataka","Wind","10233"
"Maguary Ceramic Fuel Switching Project","Biomass","35476"
"Sirma Run-of-River Hydro Project","Hydropower","89282"
"Rajwakti Small Scale Hydropower Project","Hydropower","57388"
"Grid -connected electricity generation from 23.75MW  wind energy by GACL in Gujarat in","Wind","94356"
"Fuhui Inner Mongolia Tugurige Wind Farm Project","Wind","131247"
"Tapajós Ceramic Fuel Switching Project","Biomass","38390"
"4.50 MW Akkihebbal Mini Hydel Scheme, Cauvery Hydro Energy Ltd., India","Hydropower","61900"
"12.5 MW wind power project in Maharashtra, India by KRBL Limited","Wind","33093"
"8.5 MW Bundled wind power project in India","Wind",NA
"Electricity generation through wind power project at Jodhpur, Rajasthan","Wind","30890"
"15 MW Grid Connected Renewable Energy Wind Turbine in Karnataka","Wind","277134"
"Yunnan Dehong Longchuan Bienaihe 1st and 2nd Level Hydropower Stations","Hydropower","41572"
"Biomass based renewable energy project in a Solvent Extraction Plant, India","Biomass","22351"
"Bundled Wind Power Project in Tirunelveli, Tamil Nadu","Wind","26142"
"12.55 MW Wind Power Project In India","Wind","90062"
"15 MW Biomass Residue Based Power Project at Ghazipur, India","Biomass","65347"
"21.05 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited","Wind","59359"
"24.75 MW Ranganathaswamy Mini Hydel Project, Karnataka, India","Hydropower","66645"
"Heilongjiang Wangkui 50MW Level Biomass Cogeneration Project","Biomass","261621"
"Generation of electricity in Maharashtra from Bundled Wind Energy Project Activity","Wind","140554"
"Argibem, São Sebastião and Vulcão Ceramics Fuel Switching Project","Biomass","118164"
"13.65 MW Captive Wind Energy Project in Tirunelveli","Wind","41226"
"13.25 MW Wind Power Generation by RMTL, in Kutch, Gujarat","Wind","107986"
"Bundled wind power project in Tamil Nadu, India","Wind","96458"
"Dak Rung Hydropower Project","Hydropower","14272"
"8MW biomass based power plant at Phagwara","Biomass","227187"
"12 MW Wind Electricity Generation Farm at Radhapuram by M/s Surana Industries Limited","Wind","96614"
"15 MW Grid Connected renewable energy generation by RSMML","Solar","44098"
"Gomes de Mattos Ceramic Fuel Switching Project","Biomass","610676"
"16.0 MW bagasse based cogeneration project at Ahmadnagar, Maharashtra by M/s Mula Sahakari Sakhar Karkhana Ltd.","Biomass","19316"
"27.95MW Wind Energy Project in Coimbatore District in Tamilnadu, India.","Wind","392501"
"KRC 3MW grouped small scale hydropower project","Hydropower",NA
"Reunidas Ceramic Switching Non-Renewable Biomass Project","Biomass","80828"
"Biomass Based Power Generation Plant at Village Channu, Punjab","Biomass","95284"
"Anhui Rice Husk Based Thermal Energy Generation Project","Biomass",NA
"65MW Dagushan hydropower Project in China","Hydropower","1836300"
"7.5MW Biomass based Power Project of Koganti Power Limited in Karnataka India","Biomass","65077"
"24.8 MW Wind power project by Belgaum Wind Farms Private Ltd. in Gadag, Karnataka","Wind","132061"
"Guizhou Qingshuihe Gelibridge Hydropower Project","Hydropower","1083774"
"Grid connected electricity generation from renewable sources:Bagisli 29.57 MW Hydroelectric Power Plant Project, Turkey","Hydropower","90754"
"Shenyang Faku Wanghaisi Wind Power Project","Wind","95252"
"Karakurt 10.8 MW Wind Farm","Wind","140614"
"Liaoning Faku Wanghaisi East Wind Power Project","Wind","132579"
"8.4 MW Wind Energy Project by Sanwaria Agro Oils Limited, India","Wind","13800"
"5.5 MW Bundled Wind Power Project by WMI Cranes Ltd","Wind","37957"
"8.0 MW Wind Power Project activity by Sree Iswarya Textiles Private Limited, at Dist Erode, Tamil Nadu","Wind",NA
"Xinjiang Alashankou Phase I Wind Power Project","Wind","68736"
"Gansu Zhangye Heihe Longhui Small Scale Hydropower Project","Hydropower","430721"
"Chongqing Longshui 8MW Hydro Power Project","Hydropower","223032"
"Tuna Hydropower Plant, Turkey","Hydropower",NA
"Wind Energy project by Ramco group in india","Wind","1992223"
"Xiaoxi Hydropower Project","Hydropower","186846"
"Bundled grid-connected wind electricity generation project identified as Bundle E1 in Maharashtra and Rajasthan, India","Wind","56966"
"Generation of Electricity from windmills by GHCL Limited, at Dist Erode, Tamil Nadu","Wind",NA
"33.9 MW Bundled Wind Power project in states of Karnataka and Tamil Nadu","Wind","411306"
"9 MW grid-connected wind electricity generation by GNFC","Wind","47540"
"16.45 MW bundled grid connected renewable energy project in Tamil Nadu, India.","Solar","298453"
"Bundled Wind Power Project by Rajendra Exim Pvt. Ltd.","Wind","30565"
"7.30 MW Bundled Wind Power Project by Oswal Cables","Wind",NA
"50.4 MW Tata Wind Farm in Maharashtra","Wind","239075"
"Wind Power Project at Anthiyur, Tamil Nadu","Wind","508222"
"Liusha River First Cascade 12.6MW Hydropower Project","Hydropower","57857"
"Cakit Hydropower Plant, Turkey","Hydropower","466628"
"Wayang Windu Phase 2 Geothermal Power Project","Geothermal","1451189"
"5.8 MW Wind Energy Generation by M/s Patspin India Limited","Wind","23598"
"6 MW Wind Power Project in Tamil Nadu by REI Agro Limited","Wind","30345"
"Erkenek 12 MW Hydropower Plant, Turkey","Hydropower","187408"
"Bundled Wind Power Project by Sheth Developers Private Limited","Wind",NA
"Hebei Kangbao Sanxiatian Wind Farm Project","Wind","854996"
"CAYKARA HYDROELECTRIC POWER PLANT","Hydropower",NA
"Yiyang Xiushan Hydropower Project, P.R. China","Hydropower","408138"
"HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 1) CHINA","Wind","29152"
"Wind power project at Tamilnadu by Powerica Limited","Wind","354701"
"Wind power project at Gujarat by Powerica Limited","Wind","244452"
"PANITAO Biomass Thermal Energy Project","Biomass","20596"
"BHL Biogas and Bagasse based cogeneration project activity at Kinauni","Biomass","133792"
"Shandong Weihai 69 MW Wind Power Project","Wind",NA
"51 MW Wind Power Project at Chitradurga","Wind","1044631"
"Engenheiro Ernesto Jorge Dreher and Engenheiro Henrique Kotzian SHPs VCS Project (JUN1120)","Hydropower","336566"
"Katuntsi Small Hydro Power Project","Hydropower","49727"
"Chengde Hongsong Windfarm Project","Wind","521806"
"Shandong Changdao 27.2 MW Wind Power Project","Wind",NA
"KOYULHISAR HYDRO ELECTRICITY POWER PLANT","Hydropower","1121663"
"Liaoning Changtu Shihu Wind Power Project","Wind","226329"
"Gansu Yumen Diwopu Phase II  Wind Power Project","Wind","273177"
"Gansu Guazhou Xiangyang Phase II Wind Power Project","Wind","285897"
"CECIC HKC Gansu Changma Wind Power project","Wind","3159174"
"Yunnan Dali Zhemoshan Wind Power Project","Wind","118258"
"Heilongjiang Mulan Windfarm Project","Wind","228808"
"0.7 MW Wind Power Generation Project of BLA Coke Private Limited","Wind",NA
"53.75 MW Bundled wind Power project in Tamil Nadu  and Karnataka by KBD Group, India","Wind","624797"
"Shibeishan Wind Power Generation Project in Huilai County, Guangdong Province","Wind","270648"
"Lamas III-IV 37.3 MW Hydroelectric Power Plant Project, Turkey","Hydropower","403594"
"CECIC HKE Zhangbei Lvnaobao Wind Power Project","Wind","1552905"
"CECIC Gansu Yumen Changma No.3 Wind Farm Project","Wind","2102927"
"Mingying 3.75MW Hydro Power Project in Guizhou Province, China","Hydropower","8262"
"Electricity generation from 17.10 MW bundled wind energy project in Maharashtra aggregated by Resurge Energy Private Limited","Wind","40837"
"""Bundle-V bundled grid connected wind power project in the state of Gujarat""","Wind","38563"
"Biomass based steam generation project by Gujarat Ambuja Exports Ltd.","Biomass","175826"
"Wind power project by Patnaik Minerals Pvt. Ltd.","Wind","513884"
"Wind power project by PMPL in Maharashtra","Wind","70980"
"Guyuan Wuhuaping 49.5 MW Wind Power Project","Wind","617470"
"Pawan Urja Vistaran: Small entities combined wind power project in India - 2002-03","Wind","18147"
"PrairieWinds ND1 (PWND1) Emissions Reduction Project","Wind","2158396"
"Pawan Urja Vistaran: Small entities combined wind power project in India - 2006","Wind","105227"
"Pawan Urja Vistaran: Small entities combined wind power project in India - 2007","Wind","52467"
"Pawan Urja Vistaran: Small entities combined wind power project in India - 2008","Wind","5745"
"Pawan Urja Vistaran: Small entities combined wind power project in India - 2005","Wind","61628"
"Pawan Urja Vistaran: Small entities combined wind power project in India - 2004","Wind","29911"
"Sefakoy Hydroelectric Power Plant","Hydropower","204917"
"MRO Grouped Wind Projects Phase I","Wind","45647"
"Grid Connected Renewable Power Generation from Wind Mills by L.S Mills","Wind","165710"
"5.4 MW Grouped Wind Power Project in Gujarat & Maharashtra (India) by Rohan Builders (India) Pvt Ltd.","Wind",NA
"10.2 MW Wind Power Project by Ruchi Infrastructure Limited","Wind","55163"
"22.5 MW Wind Power Project by Ruchi Soya Industries Limited at Palsodi, District-Ratlam, Madhya Pradesh","Wind","422064"
"YEDISU 22.71 MW HYDROELECTRIC POWER PLANT PROJECT","Hydropower","256599"
"The Cevizlik Run-of-River Hydroelectric Power Plant","Hydropower","1962893"
"Hubei Lichuan Longqiao Hydropower Station","Hydropower","270485"
"OTLUCA HPPs run-of-river hydro project","Hydropower","1018805"
"Crow Lake Wind Emissions Reduction Project","Wind","3258296"
"Enercon Wind Farms in Karnataka Bundled Project  73.60 MW","Wind","269311"
"Saracbendi HPP Run-of-River Hydro Project","Hydropower","324940"
"Camlica-3 HPP, Run-of-River Hydro Project, Turkey","Hydropower","316360"
"Rice Husk Fired Boiler of 8 ton capacity for process steam generation, at Sara Textiles Limited, Baddi, Nalagarh, Himachal Pradesh","Biomass","22252"
"Doruk HPP Run-of-River Hydro Project","Hydropower","240626"
"Grid connected electricity generation from renewable sources: Uzuncayir 82.0 MW Hydroelectric Power Plant Project, Turkey","Hydropower","1166986"
"Dogancay HPPs run-of-river hydro project","Hydropower","386560"
"Yunnan Maguan Laqi Hydropower Project","Hydropower","455626"
"Teesta- V Hydro Power project in Sikkim","Hydropower","7458510"
"Wuhe Kaidi Biomass Power Project","Biomass","109805"
"Dalmia Chini Mills Jawaharpur Project","Biomass",NA
"Yangcun Hydropower Station Project","Hydropower","1827153"
"2.10MW Wind Project in Rajasthan","Wind",NA
"Sarýgüzel Dam and Hydroelectric Power Plants","Hydropower","110291"
"3.75 MW Wind Energy by Mrs. Revathi Raju at Gadag District of Karnataka State","Wind",NA
"8.6 MW Captive Wind Energy Project in Tamil Nadu","Wind",NA
"Pirinclik HPP run-of-river hydro project","Hydropower",NA
"Tongcheng Kaidi Biomass Power Project","Biomass","91002"
"NOBRECEL Biomass energy project","Biomass","632134"
"Dempsey Ridge Wind Project","Wind","2156214"
"Installation of a biomass-fired boiler at Arbec Forest Products G.P. in Péribonka","Biomass",NA
"Grid connected wind energy project in Tamil Nadu by Super Wind Project Private Ltd.","Wind","379365"
"1.6 MW Bundled Rice Husk Based Cogeneration Plant by M/s Milk food Limited (MFL) in Patiala (Punjab) & Moradabad (U.P) Districts","Biomass","646995"
"Inner Mongolia Bayinxile Wind Power Project","Wind","61914"
"Roaring 40s Wind Farms (Khandke) Private Limited - Phase III","Wind","108598"
"Roaring 40s Wind Farms (Khandke) Private Limited – Phase II","Wind","167812"
"Tadi 16 MW Hydropower Project in Zhejiang Province","Hydropower","97521"
"China Resources Huilai Xian¡¯an Wind Power Project","Wind","228963"
"Dahao Wind Power Project","Wind","50893"
"Dalmia Chini Mills Nigohi Project","Biomass","86976"
"Jingshan Kaidi Biomass Power Project","Biomass","90446"
"Guangdong Guanshan Wind Power Project","Wind","236397"
"15 MW Wind Energy Project in Maharashtra","Wind","123305"
"10.30 MW Grouped Wind Power Project in India.","Wind",NA
"10 MW Biomass Based Power Generation Project by Rake Power Limited at Ramtek, Nagpur","Biomass","82303"
"Tra Linh 3 Hydropower Project","Hydropower","8138"
"9 MW grid connected bundled wind electricity generation project at Tirunelveli, Tamilnadu","Wind","52755"
"Datang Jilin Shuangliao Wind Farm Project","Wind","31239"
"YESIL HYDROELECTRIC POWER PLANT (HEPP)","Hydropower","35652"
"Hebei Chongli County Qingsanying Second Phase 49.3MW Wind Power Project","Wind","833846"
"Yuxian Baiyantuo 49.3 MW Wind Power Project","Wind","702166"
"Wind power project by AL – Wind Energy in Tamilnadu","Wind","70245"
"São Judas Tadeu Fuel Switching Project","Biomass","19566"
"CEYHAN 61.7 MW Hydropower Project","Hydropower","379970"
"Nam Ngan Hydropower Project","Hydropower","43150"
"Inner Mongolia Chifeng Gaofeng Wind Power Project","Wind","803240"
"Hebei Yuxian Second Phase 49.5MW Wind Power Project","Wind","877677"
"Chifeng Sunjiaying Wind Power Project","Wind","299742"
"Datong River Zhuchaxia Hydropower Station","Hydropower","474123"
"Mariposas Hydroelectric Project","Hydropower","175784"
"RFC Grouped Wind Projects Phase I","Wind","26968"
"13.95 MW grid connected wind electricity generation by SRF Limited","Wind",NA
"Datong River Tianwanggou Hydropower Station","Hydropower","952498"
"12.25 MW Bundled Wind Power Project in India","Wind","61778"
"Guaraí, Itabira and Santa Izabel Ceramics Fuel Switching Project","Biomass","297688"
"Beijing Guanting Wind Power Project Phase II and Phase II addition","Wind","1140275"
"Amayo Phase II Wind Power Project","Wind","77544"
"44.40 MW Wind Energy Project by Ruchi Soya Industries Limited, India","Wind","624039"
"Song Ong Hydropower Project","Hydropower","168375"
"BEIJING 48 MW GUANTING WIND POWER PROJECT","Wind","249088"
"WIND POWER PROJECT BY M/S DHARIWAL INDUSTRIES LTD. AND M/S R. M. DHARIWAL (HUF)","Wind","323019"
"1 MW Grid Interactive Solar PV Power Generation Project of MSPGCL","Solar","2224"
"BUNDLED WIND POWER PROJECT IN RAJASTHAN BY FRIENDS GROUP","Wind","151125"
"Ban Coc Hydropower Project","Hydropower","42149"
"Jilin Changling Wind Farm Phase II Project","Wind","170480"
"Inner Mongolia Ximeng Zheligentu Wind Farm Phase I Project","Wind","808304"
"Shizibao Hydropower Station Project","Hydropower","34309"
"Inner Mongolia Jingneng Saihan Wind Farm Phase I Project","Wind","987782"
"Nam Soi & Nam Cong Hydropower Project","Hydropower","17382"
"5 MW Wind power project by UIC Udyog Limited","Wind","8075"
"Waste Gas-based Cogeneration Project at Alexandria Carbon Black","Biomass","26597"
"3 MW wind farm project for Gupta Coalfields & Washeries Limited","Wind","7275"
"9.9 MW Bundled Wind Power Project in Maharashtra by REI Agro Limited","Wind",NA
"10.2 MW Grid Connected Wind Energy Project in Gujarat, India","Wind",NA
"Bataan 2020 12.5 MW Power Rice Hull Cogeneration Project","Biomass","25359"
"Xiangjian Hydropower Station Units 3 and 4 Project","Hydropower","51505"
"2 x 3.5 MW Ullunkal Hydro Power Project in Kerala, India.","Hydropower","19823"
"Xiangshuihe Hydropower Station Project","Hydropower","27468"
"Wind Power Project by M/s Chhotabhai Jethabhai Patel & Co. (CJP) at Sinnar, Maharashtra","Wind","5084"
"16.65 MW Bundled Wind Power Project in Tamilnadu","Wind","97639"
"Gansu Guazhou Beidaqiao Wind Power Project","Wind","1754985"
"Shree Nakoda Ispat Ltd 12MW Biomass power generation project","Biomass","68566"
"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Luogu Hydroelectric Project","Hydropower","529053"
"Sanchawan 32MW Hydro Power Project","Hydropower","246344"
"Dak Pone Hydropower Project","Hydropower","25538"
"OLKARIA III PHASE 2 GEOTHERMAL EXPANSION PROJECT IN KENYA","Geothermal","244798"
"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Diluo Hydroelectric Project","Hydropower","509664"
"Madushan Hydropower Project on Honghe River in Yunnan Province, China","Hydropower","6500824"
"Nansha Hydro Power Project in Yunnan Province China","Hydropower","3223652"
"Biomass based power generation project in Maharashtra, India","Biomass","35111"
"Guangxi Youjiang Naji Navigation and Power Generation Project","Hydropower","228005"
"Xinjiang Dabancheng Sanchang First Phase Wind Farm Project","Wind","205514"
"Inner Mongolia Wengniute Banner Wudaogou Wind Power Project (II)","Wind","246881"
"Bundled Wind Power generation project by Savita Oil Technologies Ltd., India","Wind","118454"
"Hebei Chengde Weichang Yudaokou Pasture 150MW Wind Farm Project","Wind","2083002"
"Kale HES Hydro Power Project","Hydropower","56135"
"Yunnan Sinanjiang Hydropower Project","Hydropower","730144"
"20.8 MW Grid connected wind electricity generation project at Dhule, Maharashtra.","Wind","42132"
"Foz do Chapecó Project","Hydropower","13740183"
"Dongliuxi Erji 12.6 MW Hydropower Project in Hubei Province","Hydropower","44757"
"Za Hung Hydropower Project","Hydropower","204517"
"Los Caracoles Hydroelectric Project","Hydropower","274490"
"Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project","Wind","3431116"
"The Yokuslu- Kalkandere Hydroelectric Power Plant","Hydropower","1003175"
"Fujian Zhangpu Liuao 3rd phase Wind Power Project","Wind","56375"
"Baicheng Rice Husk Thermal Energy Generation Project","Biomass","20865"
"Rice Husk Based Thermal Energy Generation Project at Thot Not","Biomass","15253"
"Grid Connected Wind Power Project in Tamil Nadu","Wind","252764"
"Changshatou 10MW Hydropower Project in Hubei Province","Hydropower","186444"
"Wind energy project in Samana, Gujarat and Saundatti, Karnataka","Wind","822784"
"Grid Connected Wind Energy Project in Tamil Nadu","Wind","1018638"
"Gunder Hydro Power Project, Turkey","Hydropower","271002"
"Golova and Sevindik HPPs of Subehri Hydropower Project","Hydropower","74730"
"WIND POWER BASED ELECTRICITY GENERATION PROJECT IN INDIA BY DLF HOME DEVELOPERS LIMITED","Wind","300105"
"ASLANCIK HYDRO POWER PLANT PROJECT","Hydropower","1157687"
"BALKUSAN HYDROELECTRIC POWER PLANT","Hydropower",NA
"300MW Hydropower project by JHPL","Hydropower","16712874"
"Inner Mongolia Jingneng Saihan Wind Farm Phase II Project","Wind","775756"
"Wind power project in Tirunelveli, Tamil Nadu by TVS Energy Limited","Wind",NA
"Tuppadahalli Wind Energy Project","Wind","798247"
"Bundled Wind Power Project by M/s D. J Malpani","Wind","79723"
"Wind power project by Sargam Retails Pvt. Ltd. in Gujarat, India","Wind","87644"
"13.75 MW wind power project in Davangere, Karnataka, India","Wind","180337"
"Yunnan Mangli Hydropower Project","Hydropower","638655"
"86 MW Hydro Project in Himachal Pradesh","Hydropower","4642339"
"Wind power project by TVS Energy Limited in Theni, Tamil Nadu","Wind",NA
"6.25 MW Wind Project in Tamil Nadu India","Wind","19526"
"Cakrak 31.29 MW Hydroelectric Power Plant Project, Turkey","Hydropower",NA
"6.25 MW wind power project by VELATAL SPINNING MILLS PVT LTD","Wind","20052"
"Shiyazi Hydro power Project in Guizhou Province China","Hydropower","116782"
"Biomass based steam generation plant by Crown Milk Specialties Private Limited (CMSPL)","Biomass","17163"
"Rio Negro Ceramic  Fuel Switching Project","Biomass","110470"
"Chongqing Youyang County Youchou Hydropower Project","Hydropower","559031"
"CEMEX USA: ALTERNATIVE FUELS AND BIOMASS PROJECT AT LOUISVILLE CEMENT PLANT","Biomass",NA
"Guodian Linghai Qingsong Wind Farm Project","Wind",NA
"Heilongjiang Huafu Muling Wind Farm Project","Wind","22319"
"Liaoning Linghai Nanxiaoliu Wind Farm Project","Wind",NA
"Liaoning Linghai Shengli Wind Farm Project","Wind","99483"
"Liaoning Xingcheng Liutaizi Wind Farm Project","Wind","51011"
"Kepezkaya Hydroelectric Power Plant Project","Hydropower","536754"
"Bundled Wind Energy Project in Indian States:- EnKing International 2006.","Wind",NA
"Wind energy project by Hindustan Spinners in Tamilnadu, India.","Wind","53877"
"Shandong Yucheng Xinyuan Biomass Heat & Power","Biomass","63212"
"Uzundere I 63.0 MW Hydroelectric Power Plant Project, Turkey","Hydropower","539008"
"Sungai Kerling Hydropower Plant","Hydropower","10692"
"Qingdao Longxin Wind Power Project Phase I","Wind","921045"
"Yanling Shendu Hydropower Project","Hydropower","146827"
"Liaoning Guben Wind Power Project","Wind","96425"
"Dak Srong 2 Hydropower Project","Hydropower","202359"
"40 MW Grid Connected Wind Power Project","Wind","67756"
"Totoral Wind Farm Project","Wind","348642"
"Sarbari II hydro power project by DSL Hydrowatt Limited in Kullu, Himachal Pradesh","Hydropower","197614"
"Chongqing Chengkou County Bashan Hydropower Station Project","Hydropower","524125"
"Xinjiang Huaneng Toksun Baiyanghe Phase II Wind Power project","Wind","191129"
"Pamir I Hydropower Generation","Hydropower","315553"
"Kaiyuan Yemin 49.5 MW Wind Power Project","Wind","96933"
"CEMEX USA: BIOMASS PROJECT AT MIAMI CEMENT PLANT","Biomass",NA
"Kumköy Hydroelectric Power Plant, Samsun","Hydropower","410574"
"""Hot Air Generation Using Renewable Biomass Fuel for Spray Drying Application in Orient Ceramics & Industries Limited (OCIL)""","Biomass",NA
"CEMEX USA: Alternative fuels and biomass project at Brooksville South cement plant","Biomass",NA
"Saihanba East 45.05 MW Windfarm Project","Wind","10293"
"Xinjiang Kaiduhe River Chahan Wusu Hydropower Project","Hydropower","1403754"
